Image,Flow,FlowRGB,GtMask,Sequence,Dino
FBMS/FBMS_clean/JPEGImages/horses03/00060.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses03/00060.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses03/00060.flo.png,FBMS/FBMS_clean/Annotations/horses03/00060.png,horses03,FBMS/FBMS_clean/DINO/dino_vits8//horses03/00060.jpg_169x300.npy
FBMS/FBMS_clean/JPEGImages/horses03/00080.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses03/00080.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses03/00080.flo.png,FBMS/FBMS_clean/Annotations/horses03/00080.png,horses03,FBMS/FBMS_clean/DINO/dino_vits8//horses03/00080.jpg_169x300.npy
FBMS/FBMS_clean/JPEGImages/horses03/00100.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses03/00100.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses03/00100.flo.png,FBMS/FBMS_clean/Annotations/horses03/00100.png,horses03,FBMS/FBMS_clean/DINO/dino_vits8//horses03/00100.jpg_169x300.npy
FBMS/FBMS_clean/JPEGImages/horses03/00120.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses03/00120.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses03/00120.flo.png,FBMS/FBMS_clean/Annotations/horses03/00120.png,horses03,FBMS/FBMS_clean/DINO/dino_vits8//horses03/00120.jpg_169x300.npy
FBMS/FBMS_clean/JPEGImages/horses03/00140.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses03/00140.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses03/00140.flo.png,FBMS/FBMS_clean/Annotations/horses03/00140.png,horses03,FBMS/FBMS_clean/DINO/dino_vits8//horses03/00140.jpg_169x300.npy
FBMS/FBMS_clean/JPEGImages/horses03/00160.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses03/00160.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses03/00160.flo.png,FBMS/FBMS_clean/Annotations/horses03/00160.png,horses03,FBMS/FBMS_clean/DINO/dino_vits8//horses03/00160.jpg_169x300.npy
FBMS/FBMS_clean/JPEGImages/horses03/00180.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses03/00180.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses03/00180.flo.png,FBMS/FBMS_clean/Annotations/horses03/00180.png,horses03,FBMS/FBMS_clean/DINO/dino_vits8//horses03/00180.jpg_169x300.npy
FBMS/FBMS_clean/JPEGImages/horses03/00200.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses03/00200.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses03/00200.flo.png,FBMS/FBMS_clean/Annotations/horses03/00200.png,horses03,FBMS/FBMS_clean/DINO/dino_vits8//horses03/00200.jpg_169x300.npy
FBMS/FBMS_clean/JPEGImages/horses03/00220.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses03/00220.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses03/00220.flo.png,FBMS/FBMS_clean/Annotations/horses03/00220.png,horses03,FBMS/FBMS_clean/DINO/dino_vits8//horses03/00220.jpg_169x300.npy
FBMS/FBMS_clean/JPEGImages/horses03/00240.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses03/00240.flo,,FBMS/FBMS_clean/Annotations/horses03/00240.png,horses03,FBMS/FBMS_clean/DINO/dino_vits8//horses03/00240.jpg_169x300.npy
FBMS/FBMS_clean/JPEGImages/horses06/00001.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00001.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00001.flo.png,FBMS/FBMS_clean/Annotations/horses06/00001.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00001.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00020.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00020.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00020.flo.png,FBMS/FBMS_clean/Annotations/horses06/00020.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00020.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00040.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00040.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00040.flo.png,FBMS/FBMS_clean/Annotations/horses06/00040.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00040.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00060.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00060.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00060.flo.png,FBMS/FBMS_clean/Annotations/horses06/00060.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00060.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00080.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00080.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00080.flo.png,FBMS/FBMS_clean/Annotations/horses06/00080.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00080.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00100.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00100.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00100.flo.png,FBMS/FBMS_clean/Annotations/horses06/00100.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00100.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00120.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00120.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00120.flo.png,FBMS/FBMS_clean/Annotations/horses06/00120.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00120.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00140.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00140.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00140.flo.png,FBMS/FBMS_clean/Annotations/horses06/00140.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00140.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00160.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00160.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00160.flo.png,FBMS/FBMS_clean/Annotations/horses06/00160.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00160.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00180.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00180.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00180.flo.png,FBMS/FBMS_clean/Annotations/horses06/00180.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00180.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00200.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00200.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00200.flo.png,FBMS/FBMS_clean/Annotations/horses06/00200.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00200.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00220.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00220.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00220.flo.png,FBMS/FBMS_clean/Annotations/horses06/00220.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00220.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00240.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00240.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00240.flo.png,FBMS/FBMS_clean/Annotations/horses06/00240.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00240.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00260.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00260.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00260.flo.png,FBMS/FBMS_clean/Annotations/horses06/00260.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00260.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00280.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00280.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00280.flo.png,FBMS/FBMS_clean/Annotations/horses06/00280.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00280.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00300.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00300.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00300.flo.png,FBMS/FBMS_clean/Annotations/horses06/00300.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00300.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00320.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00320.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00320.flo.png,FBMS/FBMS_clean/Annotations/horses06/00320.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00320.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00340.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00340.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00340.flo.png,FBMS/FBMS_clean/Annotations/horses06/00340.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00340.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00360.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00360.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00360.flo.png,FBMS/FBMS_clean/Annotations/horses06/00360.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00360.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00380.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00380.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00380.flo.png,FBMS/FBMS_clean/Annotations/horses06/00380.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00380.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00400.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00400.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00400.flo.png,FBMS/FBMS_clean/Annotations/horses06/00400.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00400.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00420.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00420.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00420.flo.png,FBMS/FBMS_clean/Annotations/horses06/00420.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00420.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00440.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00440.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00440.flo.png,FBMS/FBMS_clean/Annotations/horses06/00440.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00440.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00460.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00460.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00460.flo.png,FBMS/FBMS_clean/Annotations/horses06/00460.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00460.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00480.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00480.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00480.flo.png,FBMS/FBMS_clean/Annotations/horses06/00480.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00480.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00500.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00500.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00500.flo.png,FBMS/FBMS_clean/Annotations/horses06/00500.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00500.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00520.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00520.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00520.flo.png,FBMS/FBMS_clean/Annotations/horses06/00520.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00520.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00540.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00540.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00540.flo.png,FBMS/FBMS_clean/Annotations/horses06/00540.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00540.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00560.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00560.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00560.flo.png,FBMS/FBMS_clean/Annotations/horses06/00560.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00560.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00580.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00580.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00580.flo.png,FBMS/FBMS_clean/Annotations/horses06/00580.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00580.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00600.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00600.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00600.flo.png,FBMS/FBMS_clean/Annotations/horses06/00600.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00600.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00620.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00620.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00620.flo.png,FBMS/FBMS_clean/Annotations/horses06/00620.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00620.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00640.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00640.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00640.flo.png,FBMS/FBMS_clean/Annotations/horses06/00640.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00640.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00660.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00660.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00660.flo.png,FBMS/FBMS_clean/Annotations/horses06/00660.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00660.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00680.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00680.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00680.flo.png,FBMS/FBMS_clean/Annotations/horses06/00680.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00680.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00700.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00700.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00700.flo.png,FBMS/FBMS_clean/Annotations/horses06/00700.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00700.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/horses06/00720.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses06/00720.flo,,FBMS/FBMS_clean/Annotations/horses06/00720.png,horses06,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00720.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/lion02/00001.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00001.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00001.flo.png,FBMS/FBMS_clean/Annotations/lion02/00001.png,lion02,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00001.jpg_202x360.npy
FBMS/FBMS_clean/JPEGImages/lion02/00020.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00020.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00020.flo.png,FBMS/FBMS_clean/Annotations/lion02/00020.png,lion02,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00020.jpg_202x360.npy
FBMS/FBMS_clean/JPEGImages/lion02/00040.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00040.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00040.flo.png,FBMS/FBMS_clean/Annotations/lion02/00040.png,lion02,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00040.jpg_202x360.npy
FBMS/FBMS_clean/JPEGImages/lion02/00060.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00060.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00060.flo.png,FBMS/FBMS_clean/Annotations/lion02/00060.png,lion02,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00060.jpg_202x360.npy
FBMS/FBMS_clean/JPEGImages/lion02/00080.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00080.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00080.flo.png,FBMS/FBMS_clean/Annotations/lion02/00080.png,lion02,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00080.jpg_202x360.npy
FBMS/FBMS_clean/JPEGImages/lion02/00100.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00100.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00100.flo.png,FBMS/FBMS_clean/Annotations/lion02/00100.png,lion02,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00100.jpg_202x360.npy
FBMS/FBMS_clean/JPEGImages/lion02/00120.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00120.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00120.flo.png,FBMS/FBMS_clean/Annotations/lion02/00120.png,lion02,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00120.jpg_202x360.npy
FBMS/FBMS_clean/JPEGImages/lion02/00140.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00140.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00140.flo.png,FBMS/FBMS_clean/Annotations/lion02/00140.png,lion02,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00140.jpg_202x360.npy
FBMS/FBMS_clean/JPEGImages/lion02/00160.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00160.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00160.flo.png,FBMS/FBMS_clean/Annotations/lion02/00160.png,lion02,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00160.jpg_202x360.npy
FBMS/FBMS_clean/JPEGImages/lion02/00180.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00180.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00180.flo.png,FBMS/FBMS_clean/Annotations/lion02/00180.png,lion02,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00180.jpg_202x360.npy
FBMS/FBMS_clean/JPEGImages/lion02/00200.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00200.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00200.flo.png,FBMS/FBMS_clean/Annotations/lion02/00200.png,lion02,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00200.jpg_202x360.npy
FBMS/FBMS_clean/JPEGImages/lion02/00220.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00220.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00220.flo.png,FBMS/FBMS_clean/Annotations/lion02/00220.png,lion02,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00220.jpg_202x360.npy
FBMS/FBMS_clean/JPEGImages/lion02/00240.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00240.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00240.flo.png,FBMS/FBMS_clean/Annotations/lion02/00240.png,lion02,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00240.jpg_202x360.npy
FBMS/FBMS_clean/JPEGImages/lion02/00260.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00260.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00260.flo.png,FBMS/FBMS_clean/Annotations/lion02/00260.png,lion02,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00260.jpg_202x360.npy
FBMS/FBMS_clean/JPEGImages/lion02/00280.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00280.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00280.flo.png,FBMS/FBMS_clean/Annotations/lion02/00280.png,lion02,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00280.jpg_202x360.npy
FBMS/FBMS_clean/JPEGImages/lion02/00300.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00300.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00300.flo.png,FBMS/FBMS_clean/Annotations/lion02/00300.png,lion02,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00300.jpg_202x360.npy
FBMS/FBMS_clean/JPEGImages/lion02/00320.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00320.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00320.flo.png,FBMS/FBMS_clean/Annotations/lion02/00320.png,lion02,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00320.jpg_202x360.npy
FBMS/FBMS_clean/JPEGImages/lion02/00340.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00340.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00340.flo.png,FBMS/FBMS_clean/Annotations/lion02/00340.png,lion02,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00340.jpg_202x360.npy
FBMS/FBMS_clean/JPEGImages/lion02/00360.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00360.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/lion02/00360.flo.png,FBMS/FBMS_clean/Annotations/lion02/00360.png,lion02,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00360.jpg_202x360.npy
